,pagerank
[ROAD]2419768573,2.363868017659073e-05
"[BUS]19.931798,50.062021",0.00011109456496216298
"[BUS]19.932554,50.063757",0.00012175277841561278
[ROAD]2420153454,0.00014475338246846902
"[BUS]19.942553,50.065426",0.0001348312228205549
[ROAD]2421241689,2.984355823944146e-05
[ROAD]2421241695,2.984355823944146e-05
[ROAD]2421241712,0.00012119305149761369
[ROAD]2421640599,3.555010524988381e-05
"[BUS]19.872297,50.033316",8.998591663720811e-05
[ROAD]2422130057,1.794912675230619e-05
"[BUS]19.842071,50.017813",0.00010060823289703772
[ROAD]2426683847,3.152535280636008e-05
[ROAD]2426683848,0.0001054473554594164
[ROAD]2426683849,7.387630037825051e-05
[ROAD]2426683850,2.7269165555623876e-05
[ROAD]2430577207,7.110507635827018e-05
"[BUS]19.810978,50.016698",6.481507363517532e-05
[ROAD]2430847839,2.7477332149636884e-05
[ROAD]2430876256,7.495997371119263e-05
[ROAD]2433713369,3.769644136602344e-05
[ROAD]2435855985,2.7153694039281086e-05
[ROAD]2435856045,6.668996132528695e-05
[ROAD]2435856219,4.509803410074125e-05
"[BUS]20.197719,50.05594",0.00012107472141613984
[ROAD]3154131933,0.00010430896782882227
[ROAD]2439384248,3.296671933682356e-05
[ROAD]2441569885,3.292869045939867e-05
[ROAD]2441569980,7.741811239949037e-05
[ROAD]2441569994,7.261078213529926e-05
[ROAD]2441569999,8.746310938945821e-05
[ROAD]2441570028,7.347488051576837e-05
[ROAD]2441570046,3.308648020100234e-05
[ROAD]2441570047,3.0086642491211603e-05
[ROAD]2441570093,3.0189073048401832e-05
[ROAD]2441570106,9.076751874878009e-05
[ROAD]2441570655,5.500995744682448e-05
[ROAD]2441570718,3.235586145866693e-05
[ROAD]2441570842,9.797775648333958e-05
[ROAD]2441570851,3.554779476358845e-05
[ROAD]2441570854,2.9079476323789355e-05
[ROAD]2454035713,7.73589407203297e-05
[ROAD]2448960202,3.6965212983889e-05
[ROAD]2449447269,4.310225564004864e-05
[ROAD]2449447272,4.3541967521754115e-05
[ROAD]2449540761,3.089498022317902e-05
[ROAD]2453369259,4.499081019374097e-05
[ROAD]7982641955,7.231682257291744e-05
[ROAD]2459675736,3.6229083725745536e-05
[ROAD]2459675747,3.006697612844223e-05
[ROAD]2460058831,2.2314693146954063e-05
[ROAD]2461229587,2.0638749807098397e-05
[ROAD]2468460287,7.556831661676563e-05
[ROAD]2468460291,8.146143510853647e-05
[ROAD]2468460303,8.146143510853647e-05
[ROAD]2468460306,3.235009482603109e-05
"[BUS]19.996157,49.983561",0.00010413410751823748
[ROAD]2468460333,2.1043089004213547e-05
[ROAD]2468460353,2.3521767208868864e-05
"[BUS]20.079882,50.108389",9.933387342206137e-05
[ROAD]2959331655,7.546947542656437e-05
[ROAD]5371058116,0.00010318658015418218
[ROAD]2469519115,2.1884778613530796e-05
[ROAD]2472995662,2.000830257881877e-05
[ROAD]2474046065,7.208549515149257e-05
[ROAD]2474140751,5.737685648865816e-05
[ROAD]2476197726,1.332368368542364e-05
"[BUS]19.878249,50.092397",0.000122594260966549
[ROAD]2477354546,2.8642233010030895e-05
[ROAD]2480489013,4.1007973470881516e-05
[ROAD]2480489018,3.8344811526641525e-05
[ROAD]2480660650,5.535319468709097e-05
[ROAD]2481670708,3.5184732992413416e-05
"[BUS]19.925572,50.035908",0.0001525323052093318
[ROAD]2481954049,5.012606793283595e-05
[ROAD]2485689765,9.357226647404422e-05
[ROAD]2486206084,2.2466571053142034e-05
[ROAD]4088548175,0.000138979535780113
[ROAD]2491474562,3.0121985636657596e-05
[ROAD]2493497326,5.716659398149406e-05
[ROAD]2493497954,5.921902113809842e-05
[ROAD]10280218278,0.00010128684912218118
[ROAD]2506423140,4.0052234693251373e-05
[ROAD]2506423147,9.413564771592724e-06
[ROAD]2509405144,3.814631822303226e-05
[ROAD]2509782477,1.2769273593537714e-05
[ROAD]2515087603,3.2269486302312335e-05
[ROAD]2518659568,1.6707576243142132e-05
[ROAD]2521737109,5.9080650415594827e-05
[ROAD]2522123355,2.9363033334625712e-05
"[BUS]20.093621,50.095974",8.479671090784924e-05
"[BUS]19.8957,50.093574",5.868127725160967e-05
"[BUS]19.899141,50.092831",0.00010451798161351777
"[BUS]19.898327,50.092978",8.183071027077321e-05
[ROAD]2522359361,0.00010813821589307004
[ROAD]2523197354,0.00010521790585266094
[ROAD]2523197357,2.1631803876340348e-05
[ROAD]2526362138,3.726367035878374e-05
[ROAD]2526409281,3.231404632480507e-05
[ROAD]2526409300,8.89227485594153e-05
[ROAD]2526409315,3.1928757652712504e-05
[ROAD]2526409323,8.742124078420407e-05
[ROAD]2526462643,2.692672738401201e-05
[ROAD]2526494505,2.8947139324168514e-05
[ROAD]2526546539,0.00010166571841377519
[ROAD]2526553359,5.615451793589943e-05
[ROAD]2527198552,1.8989948991496884e-05
[ROAD]2527198553,5.344865364081774e-05
[ROAD]2527221826,5.748870913532046e-05
[ROAD]2528469669,2.7694627392820384e-05
[ROAD]2529282168,8.738787823895013e-05
[ROAD]2533138125,2.8830349330093464e-05
"[BUS]20.096295,50.094446",0.0001373550595300872
[ROAD]2542249309,8.117190926235052e-05
"[BUS]20.073844,50.098041",4.920360402600302e-05
[ROAD]2542647767,7.424896896850157e-05
[ROAD]2543108159,0.00023147100178843173
[ROAD]2548699261,1.7547910104166373e-05
[ROAD]2556008503,1.9231508986581316e-05
[ROAD]2556988986,2.883697436568037e-05
[ROAD]2565930391,7.07870468975479e-05
[ROAD]2565930394,2.9019376251918247e-05
[ROAD]2567567141,2.7695017184524005e-05
[ROAD]2567567142,6.58364846179037e-05
[ROAD]2574642871,2.8388070704121648e-05
[ROAD]2576898340,2.9500367524937667e-05
[ROAD]2582735845,4.028774818217124e-05
[ROAD]2582761863,1.3916525631234668e-05
"[BUS]19.996925,49.992592",0.00010027037336548646
[ROAD]2583603998,1.904564089926893e-05
[ROAD]2583657760,4.932190090779176e-05
[ROAD]2584379025,1.790267575315688e-05
[ROAD]2584674551,0.00010940003344848045
[ROAD]2584674556,0.00010492121562930388
[ROAD]2584695778,4.231250677429551e-05
[ROAD]2584695782,2.733164462595274e-05
[ROAD]2584697252,8.084752140328729e-05
[ROAD]2584697255,3.118929356355811e-05
[ROAD]2584697694,3.6109516004834784e-05
[ROAD]2584704933,2.9822361808987908e-05
[ROAD]2584778014,2.6112253117124818e-05
[ROAD]2584778020,5.810379356360571e-05
[ROAD]2584831448,2.5952658957971913e-05
[ROAD]2584831457,5.763526347276217e-05
[ROAD]2584851991,2.6023829970541876e-05
[ROAD]2586522453,2.0506539842622444e-05
[ROAD]2586632599,2.261056116660887e-05
[ROAD]2589627967,3.108616525821634e-05
[ROAD]2589636322,2.9614102140076946e-05
[ROAD]2589979990,0.00013482075436381074
[ROAD]2592432132,7.629908454304079e-05
[ROAD]2592443525,8.702514963055166e-05
[ROAD]2592443526,3.218553932773525e-05
[ROAD]2592462913,2.1625925681964455e-05
[ROAD]2595838611,5.749471719605301e-05
[ROAD]2595838618,2.7035006449254394e-05
[ROAD]2596927251,2.1204858176931162e-05
"[BUS]19.921017,50.079385",0.00010216758471717077
[ROAD]2616177106,1.6566752726522277e-05
"[BUS]19.927977,50.059856",0.00010045423716399909
[ROAD]2616178233,5.6996346556365224e-05
[ROAD]2616178235,3.368908668231108e-05
[ROAD]2619597726,8.302578620658929e-05
[ROAD]2629103819,2.7444668965752452e-05
[ROAD]2653823842,5.119800925277291e-05
[ROAD]2659154751,2.6548528876506544e-05
[ROAD]2671471133,2.0368652230963796e-05
[ROAD]2675055575,4.78628902162968e-05
[ROAD]2675055579,4.008614878192941e-05
[ROAD]5371058100,9.322656769472247e-05
[ROAD]2692191735,1.1423972128382842e-05
"[BUS]19.956932,50.028959",0.00016127505185397397
[ROAD]2699695220,3.6109516004834784e-05
[ROAD]2699705537,2.626732683557286e-05
[ROAD]2699940409,3.118929356355811e-05
[ROAD]2706661765,1.606935657798529e-05
[ROAD]2707381669,3.0933704760567576e-05
[ROAD]2710943674,2.618488766095145e-05
[ROAD]2717583342,1.5622544405754368e-05
[ROAD]2722066357,1.826001051962178e-05
[ROAD]2755564491,1.467692372500889e-05
[ROAD]2766423984,2.9168570284785787e-05
[ROAD]2766423993,2.723160564823758e-05
[ROAD]2766423997,6.20040682899151e-05
[ROAD]2766445938,1.8935210090291776e-05
[ROAD]2766652046,5.823427481927342e-05
[ROAD]2785978299,0.00010978655665594028
[ROAD]2813306712,6.223275490348895e-05
[ROAD]2824027506,0.00013594514137485182
[ROAD]2845988933,6.864534152060233e-05
[ROAD]2846084319,3.0166542112069565e-05
[ROAD]2846379272,2.5550012290600752e-05
[ROAD]2854581361,2.512133149604419e-05
[ROAD]2854581363,5.900975992944613e-05
[ROAD]2862549684,7.396724376264325e-05
[ROAD]2862549685,0.00010902124042728482
[ROAD]2862554667,3.0246005257778474e-05
[ROAD]2862554677,7.500253239647845e-05
[ROAD]2862554678,7.002927655644444e-05
[ROAD]2875982366,2.6796631147955858e-05
[ROAD]2879888189,2.6328341662953445e-05
[ROAD]2885682945,7.022015878540403e-05
[ROAD]2885682994,7.824498509297175e-05
[ROAD]2894197392,5.321216836289992e-05
[ROAD]2904139156,8.160079125028002e-05
[ROAD]2905596371,3.009253998444569e-05
[ROAD]2905596372,3.414118613753775e-05
[ROAD]2913341160,5.1607052618577954e-05
[ROAD]2914468408,1.5761970808436828e-05
[ROAD]2914673788,2.7806490039302937e-05
[ROAD]2916514451,0.00010218906946620066
[ROAD]2916514480,5.151156512529062e-05
[ROAD]2918808704,2.8837662959961907e-05
[ROAD]2918808726,3.359103595094321e-05
[ROAD]2920531334,7.317245980769331e-05
[ROAD]2920531335,6.0449073814846884e-05
[ROAD]2920531336,3.978220548334897e-05
[ROAD]2920807159,3.162225400546233e-05
[ROAD]2921820913,3.7340647597884706e-05
[ROAD]2923094121,4.1831121840227746e-05
[ROAD]2923094150,5.2914702281974526e-05
[ROAD]2923094157,4.09355937188963e-05
[ROAD]2925372214,2.9891429941243322e-05
[ROAD]2925416374,1.5226948553403851e-05
[ROAD]2925416778,6.063098861357549e-05
[ROAD]2928648576,2.7559814302873136e-05
[ROAD]2928657778,3.454309131006906e-05
[ROAD]2938808406,2.086600523086635e-05
[ROAD]2943732867,5.849045349454877e-05
[ROAD]2943736347,4.985134518679901e-05
[ROAD]2950394422,3.103319926066719e-05
[ROAD]2953341809,2.2163015774984293e-05
[ROAD]2956194884,3.3339493279079774e-05
[ROAD]2957704063,3.425993273168754e-05
[ROAD]2958006345,1.9108080273124255e-05
[ROAD]2958006421,2.9523046553598665e-05
[ROAD]2958861354,2.9947164357911988e-05
[ROAD]2958861357,2.9947164357911988e-05
[ROAD]2958861367,7.710621015519274e-05
[ROAD]2958986040,3.8421514166584435e-05
[ROAD]2958986041,9.827872748844359e-05
[ROAD]2962054882,1.4200227539991284e-05
"[BUS]19.96199,50.075939",6.032183973572202e-05
[ROAD]2964325561,7.148319620698518e-05
[ROAD]2972796306,7.702072588744652e-05
[ROAD]9671665269,5.238235707038156e-05
[ROAD]2977314256,1.1142980240711114e-05
[ROAD]2977982925,3.140878369161633e-05
[ROAD]2983026340,2.1415292145492643e-05
[ROAD]2985905066,3.126504417182628e-05
[ROAD]2986102834,2.253657593514432e-05
[ROAD]2990717342,1.75435037506724e-05
[ROAD]2990717344,6.003983091428141e-05
[ROAD]3001129706,5.521526308190907e-05
"[BUS]19.891384,50.017897",0.00012858266973192334
[ROAD]3004209183,3.01869726807889e-05
[ROAD]3004385948,2.5782169031197227e-05
[ROAD]3004385953,6.74924594059032e-05
[ROAD]3004385956,7.607818425907485e-05
[ROAD]3005106293,1.467692372500889e-05
[ROAD]3006373258,2.807010318651577e-05
[ROAD]3007640264,2.637469624609372e-05
[ROAD]3009257773,3.049041184505877e-05
[ROAD]3009365265,4.7702223219474804e-05
[ROAD]3009385041,1.898572938356324e-05
[ROAD]3012366320,4.2051607144954146e-05
[ROAD]3013346705,5.694103295445072e-05
[ROAD]3018004935,7.292476997482859e-05
[ROAD]3018356306,3.072554069626458e-05
[ROAD]6643622538,7.005288237945072e-05
[ROAD]3022124201,2.418249091177638e-05
[ROAD]3023046446,3.1979309809343334e-05
[ROAD]3023046447,8.413880359843615e-05
[ROAD]3024547376,2.64081497981879e-05
[ROAD]3024563466,5.7797655976660885e-05
[ROAD]3024563489,5.130252946142577e-05
[ROAD]3027698131,3.3348785553798544e-05
[ROAD]3032474488,5.300110516598819e-05
[ROAD]3032474763,2.4312817285480388e-05
[ROAD]3032599624,5.02829285708574e-05
[ROAD]3034023868,4.460361703730054e-05
[ROAD]3034289784,2.78714437076777e-05
[ROAD]3034294650,8.5689438327342e-05
[ROAD]3034368140,3.916868910189598e-05
[ROAD]3038983718,8.890961658002221e-05
[ROAD]3039915907,3.4611181164430765e-05
[ROAD]3044462034,6.855639189760185e-05
[ROAD]3044475375,2.577075407852909e-05
[ROAD]3044475380,3.311174947929133e-05
[ROAD]3049492161,2.955176478270194e-05
[ROAD]3049643779,3.186912211878517e-05
[ROAD]3049644190,3.1696959353767775e-05
[ROAD]3049644268,7.751431895547876e-05
[ROAD]3052023225,5.093773244920503e-05
[ROAD]3052024887,1.4063853644244304e-05
[ROAD]3052357473,2.7479935660747705e-05
[ROAD]3052359821,4.924744214330491e-05
[ROAD]3053175017,3.17044789996475e-05
[ROAD]3054885102,2.6492150925679645e-05
[ROAD]3055869111,1.2302908769126134e-05
[ROAD]3057826230,1.802940900690188e-05
[ROAD]3075118853,7.419932813791925e-05
[ROAD]3078552191,2.8542276067244693e-05
[ROAD]3086658330,2.2650383876104398e-05
[ROAD]3089377794,2.2831884588982117e-05
[ROAD]3096294134,2.951958649509125e-05
[ROAD]3096294137,7.299619287673211e-05
[ROAD]3096569679,2.420275630630483e-05
[ROAD]3096569688,5.342373213732231e-05
[ROAD]3097107724,1.5679873169016248e-05
[ROAD]3101007934,3.0268902176019135e-05
[ROAD]3101182494,2.3654277180140654e-05
[ROAD]3102560411,1.553504997414323e-05
[ROAD]3103812955,3.092515488631549e-05
[ROAD]3105435213,2.268088249252424e-05
[ROAD]3110625559,1.3821950704653457e-05
"[BUS]19.922688,50.007575",6.835894888982525e-05
[ROAD]3112768343,1.9396106276905386e-05
[ROAD]3113698981,4.8166099812113015e-05
[ROAD]4316233472,5.6274234080364105e-05
[ROAD]3118668595,3.2171596013929536e-05
[ROAD]3121452887,5.8592041101580375e-05
[ROAD]3126852710,1.3941259131609341e-05
[ROAD]3137452732,3.307522119298649e-05
"[BUS]19.945327,50.042899",0.00011835219694678921
"[BUS]19.941935,50.039219",5.38763875443911e-05
[ROAD]3143951525,1.7677566546596692e-05
[ROAD]3144544619,1.9744158098786605e-05
[ROAD]3145097076,2.80900491646106e-05
[ROAD]3150244175,2.549611991965237e-05
"[BUS]19.909614,50.089415",7.818048718646118e-05
[ROAD]3152607614,4.334345213906054e-05
[ROAD]3153550606,2.897947708023079e-05
[ROAD]3625935661,0.00025189465052789523
[ROAD]3178569684,4.620195064668054e-05
[ROAD]3178635805,1.5653387444244843e-05
"[BUS]19.930857,50.046714",8.3231818090899e-05
[ROAD]3179639961,4.832543774357125e-05
[ROAD]3189140208,4.44670173675255e-05
[ROAD]3195518040,2.9359346860270684e-05
[ROAD]3195518518,2.9980703802065476e-05
[ROAD]3195642394,3.172353285764125e-05
[ROAD]3195642422,3.381343709166507e-05
[ROAD]3195642455,9.100288613087809e-05
[ROAD]3207771371,2.1494457814992115e-05
[ROAD]3225767971,2.1403881909053416e-05
[ROAD]3257270414,3.165577974834914e-05
[ROAD]3259609808,5.477530520592632e-05
[ROAD]3259610228,7.429295384625785e-05
[ROAD]3270638023,3.0075546828431968e-05
[ROAD]3275368353,3.218553932773525e-05
[ROAD]3278432204,3.673800383268579e-05
"[BUS]19.948845,50.008328",2.7573800133831704e-05
[ROAD]3287525653,9.221041588479301e-05
"[BUS]20.020292,50.087195",2.646975074451324e-05
[ROAD]3308660449,5.3731718790958745e-05
[ROAD]3309505667,7.40671810454179e-05
[ROAD]3330141588,2.4191667045569706e-05
[ROAD]3349660136,7.363019171270284e-05
[ROAD]3364798966,5.6999204316193705e-05
"[BUS]20.067839,50.03733",6.406474884204643e-05
[ROAD]3366946820,2.9849090630578602e-05
[ROAD]3370122675,1.5094094370079257e-05
"[BUS]19.945366,49.994298",0.000102001083182671
[ROAD]3376781934,8.933048662814232e-05
[ROAD]3379585438,3.593189679827498e-05
[ROAD]3383033139,2.1807573775311012e-05
[ROAD]3398047930,1.5099660756140287e-05
[ROAD]3398135146,0.0001223127698954176
[ROAD]3398336980,3.325763903959884e-05
[ROAD]3414138727,3.283126409728325e-05
[ROAD]3414138755,3.283126409728325e-05
[ROAD]3417022750,2.7669485671147188e-05
"[BUS]19.943923,50.054113",8.788432240993767e-05
[ROAD]3426617393,6.0160573994588744e-05
[ROAD]3427861230,3.389233785199315e-05
[ROAD]3430569763,2.444763115825653e-05
[ROAD]3444983255,2.7218399619010533e-05
[ROAD]3450407342,1.4061500096560881e-05
"[BUS]19.994531,49.994311",0.0001362500880529355
[ROAD]3451930481,0.00010274442192121048
[ROAD]3452158345,2.6067702968621213e-05
[ROAD]3452293912,2.3481743400987474e-05
[ROAD]3460507464,3.0933704760567576e-05
[ROAD]3461650337,0.00011044700604504694
[ROAD]3462492735,2.609826336598289e-05
[ROAD]3463559711,3.735266595927935e-05
[ROAD]3463651454,9.405070010904178e-05
[ROAD]3467410737,2.418267253958119e-05
[ROAD]3467574717,2.0140454608813796e-05
[ROAD]3472073906,3.011167928972403e-05
[ROAD]3474998716,3.0092017235765762e-05
"[BUS]19.90383,50.076652",7.57565539165331e-05
[ROAD]3476571354,8.201966800936323e-05
[ROAD]3476876411,7.396724376264325e-05
[ROAD]3478483313,3.5254437917535627e-05
[ROAD]3483846238,6.149070676377555e-05
"[BUS]19.911265,50.068935",7.279744523443068e-05
[ROAD]3499800325,3.491625831687644e-05
[ROAD]3499800348,3.2960660638104575e-05
[ROAD]3513188030,3.2128110695178374e-05
"[BUS]19.926598,50.048859",3.943470902088242e-05
[ROAD]3522821025,1.8995263505443753e-05
[ROAD]3524296391,3.115812804853085e-05
[ROAD]3526899109,2.73668068921474e-05
[ROAD]3563925519,7.85796454186325e-05
"[BUS]19.914981,50.094886",0.0001055467856691075
"[BUS]19.914245,50.095831",0.00013215058359348779
[ROAD]3579107235,1.6084030109696448e-05
[ROAD]3589858205,3.6957824860859574e-05
[ROAD]3596802675,1.3995474367443706e-05
"[BUS]19.883584,50.012364",0.00015769186758019896
[ROAD]3600103450,3.282829190403497e-05
[ROAD]3600401182,3.799825922812808e-05
[ROAD]3602640517,3.4216580732222014e-05
[ROAD]3618573247,1.8720170454375546e-05
[ROAD]3623200050,2.217681349592527e-05
"[BUS]19.981744,50.072185",3.023646113344551e-05
"[BUS]19.804048,50.06218",7.74691558760137e-05
[ROAD]3635803487,5.689668385300541e-05
[ROAD]3635803488,4.4954079342023034e-05
[ROAD]3637019886,3.57310696277864e-05
"[BUS]19.98258,50.070674",0.00011623068542690134
[ROAD]12324639909,4.679850629376106e-05
[ROAD]3643472781,4.712351294916432e-05
[ROAD]3645052894,1.8604860873206885e-05
[ROAD]3653352615,1.939491570841615e-05
[ROAD]3653352616,3.53710110059405e-05
[ROAD]3655363458,7.83951390011848e-05
[ROAD]3655363460,6.779587990590893e-05
[ROAD]3655363467,0.00010150342955394071
[ROAD]3660079220,2.709335552712405e-05
[ROAD]3661756331,2.5759997185813566e-05
[ROAD]3674882881,2.2782227197334276e-05
[ROAD]3678134085,2.1494457814992115e-05
[ROAD]3678134501,2.83950680531622e-05
[ROAD]3696058409,7.73406541547752e-05
[ROAD]3709879901,3.035558537430425e-05
[ROAD]3728252917,3.9649605850981965e-05
[ROAD]3739304603,3.853511399580167e-05
[ROAD]3741087343,1.8116746115020913e-05
[ROAD]3741087345,1.9112984065880685e-05
[ROAD]3741087358,2.584105964652509e-05
[ROAD]3741087367,2.58957864583082e-05
[ROAD]3741087762,1.3246964163084653e-05
[ROAD]3742907061,1.8615292793814215e-05
[ROAD]3745287053,3.514345108040409e-05
[ROAD]3762524778,2.4969748458335854e-05
"[BUS]20.003268,50.016096",0.00010000888589504072
[ROAD]3774612217,3.1498764060263107e-05
[ROAD]3774612218,3.192312802160475e-05
[ROAD]3789280358,4.517947867827022e-05
"[BUS]19.945484,50.018024",5.8223253010123995e-05
[ROAD]3804066375,2.549611991965237e-05
[ROAD]3813862597,8.718101086877987e-05
[ROAD]9579165698,0.00017037836365354583
[ROAD]3822305068,0.00029506751638529616
[ROAD]3823441348,5.4503834507705705e-05
[ROAD]3830945443,2.7870057663526232e-05
[ROAD]3830945445,5.991103964217768e-05
[ROAD]3842535930,5.0776304601358225e-05
[ROAD]3854312314,5.657341893969545e-05
[ROAD]3854312316,5.863195595989547e-05
[ROAD]3861161782,7.62187340459944e-05
"[BUS]20.118365,50.116877",0.0001248583604345118
[ROAD]3868949052,9.006948293988839e-05
[ROAD]3868949055,5.652945191859993e-05
[ROAD]3874327572,4.4275941484699736e-05
"[BUS]19.879731,50.064848",0.00015229750480085216
"[BUS]19.890996,50.083628",8.460097608677232e-05
[ROAD]3883985795,1.5773165103569982e-05
[ROAD]3884518821,3.1072436855975795e-05
[ROAD]3885907832,3.398383497300528e-05
[ROAD]3889129927,6.23022329762644e-05
[ROAD]3895563279,2.6939589551761983e-05
[ROAD]3902621753,6.521081396837189e-05
[ROAD]3902621752,5.8586115715884226e-05
[ROAD]3902716290,8.578481677479799e-05
[ROAD]3932023786,2.9088531740026817e-05
[ROAD]3932023787,2.9088531740026817e-05
[ROAD]3937640732,2.6902561046508427e-05
"[BUS]20.143966,50.075675",0.00012662837481418958
"[BUS]20.151271,50.076452",0.0001045928337803003
"[BUS]20.156091,50.076654",0.00020428239917460677
[ROAD]3964953364,9.121579240984542e-05
[ROAD]3966724525,7.981536094174674e-05
[ROAD]11598000040,5.2457725967568445e-05
[ROAD]3972021467,1.682089493864655e-05
[ROAD]3973354698,2.9153683792961737e-05
[ROAD]3995453460,3.765251610529249e-05
[ROAD]4010255239,3.94299122623306e-05
[ROAD]4026922800,0.00010120182405765746
[ROAD]4026919750,7.186973113590637e-05
"[BUS]19.817431,50.033796",0.00012250620182597177
[ROAD]4026922339,0.00018051413750191743
[ROAD]4026922640,6.520159581701503e-05
[ROAD]4026922655,0.00018067130721538077
[ROAD]4029710428,1.1141041375341552e-05
[ROAD]4029710455,1.0475526889505896e-05
[ROAD]4029710483,2.265303919402354e-05
[ROAD]4029710665,2.8885270425340702e-05
[ROAD]4059946394,1.3697305797821179e-05
[ROAD]4060126862,2.779575440512294e-05
[ROAD]12175522332,4.797936240430062e-05
"[BUS]19.916289,50.081598",0.0001001599475377855
[ROAD]4089174409,2.9975148747021926e-05
[ROAD]4089248572,1.8684253282735618e-05
[ROAD]4094348393,9.563974084405792e-05
[ROAD]4094348402,3.390974220628805e-05
[ROAD]4094348427,5.522221591911008e-05
[ROAD]4094348431,5.601684506815991e-05
[ROAD]4094348432,8.922861138810165e-05
[ROAD]4094348433,8.369911502699285e-05
[ROAD]4094348434,0.00010097101421301768
[ROAD]4094348436,8.716825729118128e-05
[ROAD]4094348437,7.978325721964096e-05
[ROAD]4094348605,0.00010179761074873304
[ROAD]4094348607,3.6624499556892164e-05
[ROAD]4094348625,3.40102501373012e-05
[ROAD]4094348626,3.4418764552491746e-05
[ROAD]4094348627,9.45952068150208e-05
[ROAD]4094348631,3.4418764552491746e-05
[ROAD]4095162841,3.463024016399766e-05
[ROAD]4113802705,5.516125363439576e-05
[ROAD]4096099071,3.0246005257778474e-05
[ROAD]6157508589,4.9943720224118415e-05
[ROAD]4102972328,3.440533849102466e-05
[ROAD]4103479337,3.278896733709344e-05
[ROAD]4103811435,7.478093778832815e-05
[ROAD]4103811437,3.2963393073805034e-05
[ROAD]4104383002,3.551184687969052e-05
[ROAD]4104961276,2.6021291140972374e-05
[ROAD]4109100118,4.776420635779179e-05
[ROAD]4111241162,1.8615292793814215e-05
[ROAD]4111355577,7.729440422044976e-05
[ROAD]4111355578,3.060765834207875e-05
[ROAD]4114603192,3.1803689675683866e-05
[ROAD]4115171227,2.6391830182858946e-05
[ROAD]4117052401,3.291252641585552e-05
[ROAD]4151905945,0.00010056519941150095
[ROAD]4151905946,3.5969151014982516e-05
[ROAD]4151905954,2.6713686926040145e-05
[ROAD]4157482784,2.9623481164231116e-05
"[BUS]19.92683,50.056069",0.00011755684190821926
[ROAD]4157622056,3.0399726144465715e-05
[ROAD]4161284711,2.6556388962822937e-05
"[BUS]19.953895,50.039859",6.663707310308732e-05
[ROAD]4177942535,3.216281025107037e-05
[ROAD]4192029155,5.229252574438188e-05
[ROAD]4194135001,6.758891165323709e-05
[ROAD]4194135005,2.7439910311924466e-05
[ROAD]4198274293,5.251247901845253e-05
[ROAD]4205476206,3.376704450144757e-05
[ROAD]4225827754,2.5665324454597716e-05
[ROAD]4232395448,1.5537782987009275e-05
[ROAD]4233839441,2.5032904338454037e-05
[ROAD]4233839444,5.8471946008025445e-05
[ROAD]4237757613,4.827515851937629e-05
[ROAD]4237757614,2.307907281315893e-05
[ROAD]4243192342,0.00010139590612302413
[ROAD]4250868801,2.6901728900889196e-05
[ROAD]4250874720,2.544670962104938e-05
[ROAD]6888657132,2.6670936810051307e-05
[ROAD]5371058118,9.559652904888346e-05
[ROAD]4261198349,9.67681700332601e-05
[ROAD]4261468568,3.235009482603109e-05
[ROAD]4261468575,6.236917376085267e-05
[ROAD]4263448864,1.7020608528692314e-05
[ROAD]4263449095,4.0541558552037653e-05
[ROAD]4263449123,2.3132331701941506e-05
[ROAD]4266705000,8.355301326983e-05
[ROAD]4270188545,3.3306359142767815e-05
[ROAD]4279695016,1.584531785688882e-05
[ROAD]4286815193,2.895996697072733e-05
[ROAD]4295706460,3.058804945546494e-05
[ROAD]4295706592,4.115211985834652e-05
[ROAD]4301412199,1.8260754516435938e-05
[ROAD]4301412200,9.352465718538485e-05
[ROAD]4301448699,9.20606668493673e-05
[ROAD]4301448787,6.596461813003268e-05
[ROAD]4311556755,8.461439851780166e-05
[ROAD]4311556761,3.469451371841719e-05
[ROAD]4311593980,2.9492323473010545e-05
[ROAD]4311645873,3.063641635378678e-05
[ROAD]4321723731,9.836480827523142e-05
[ROAD]4874851345,8.292868477785484e-05
[ROAD]4338567326,3.2058945099374836e-05
[ROAD]4338567349,2.8347422963891814e-05
[ROAD]4342631452,6.852480354173843e-05
[ROAD]4342631454,0.00013593539761152729
"[BUS]19.970755,50.04693",0.00020981345911663308
[ROAD]4347036842,2.5877240279632342e-05
[ROAD]4351433422,3.588933309451046e-05
[ROAD]4358687361,0.00010490932106425393
[ROAD]4358733965,3.333784146636382e-05
[ROAD]4364596760,2.7714398890396604e-05
"[BUS]19.861913,50.05772",0.00011473571968228897
"[BUS]19.937862,50.078671",6.471238888766652e-05
"[BUS]19.866193,50.000485",0.0001402401713982822
[ROAD]4450645845,6.947079567119427e-05
[ROAD]4451389016,3.6624499556892164e-05
[ROAD]4451389017,3.577943476917461e-05
[ROAD]4451389034,3.7244795458565185e-05
[ROAD]4451389035,3.7244795458565185e-05
[ROAD]4458060236,3.390974220628805e-05
[ROAD]4459004025,3.367073297254314e-05
[ROAD]4460860771,8.531968505583155e-05
"[BUS]19.977044,50.067436",6.150006773796654e-05
[ROAD]4491056779,2.8224125029716275e-05
[ROAD]4492658199,0.00016119872725668885
[ROAD]4521194288,2.3705334776743054e-05
[ROAD]4529333602,6.26709135954519e-05
[ROAD]4529333605,2.6353520244653675e-05
[ROAD]4539452682,3.856209706876461e-05
"[BUS]20.002731,50.009601",8.318483082330589e-05
