,eigen
[ROAD]2056184432,4.915299402085027e-32
[ROAD]2056184434,9.464610698067566e-34
[ROAD]2056184439,3.9287737768145395e-32
[ROAD]2065272834,8.235307335377205e-21
[ROAD]2065272888,1.3425875480891848e-18
[ROAD]2067207841,7.391383120207779e-19
[ROAD]2068886611,5.660054061969829e-19
[ROAD]2068886808,1.3811282868714718e-11
[ROAD]2070715358,5.042546490366781e-21
"[BUS]20.022858,50.003744",0.00015850525731242942
[ROAD]2075032805,1.5305077572273074e-34
[ROAD]2075032818,2.3443300268840656e-36
[ROAD]2239934530,1.6754624804437581e-34
[ROAD]2075032919,1.1469096312591318e-32
[ROAD]2075032922,8.838683698390848e-34
[ROAD]2075032932,1.2087586212273768e-35
[ROAD]2075033037,6.45765056558788e-32
"[BUS]20.110503,50.107206",4.728111133465047e-30
"[BUS]20.110507,50.107796",5.979278975437276e-30
[ROAD]2075033177,1.1995153368223126e-34
[ROAD]2075033220,4.8558466677444334e-29
[ROAD]2075033272,4.768671997334562e-30
[ROAD]2075033277,7.022087438204781e-31
[ROAD]2075033281,4.808724163222538e-29
"[BUS]20.12024,50.113958",3.412807404685672e-27
[ROAD]2075033306,1.4869476469302741e-30
"[BUS]19.951462,50.025433",1.974412752069199e-10
[ROAD]2083966042,8.256890054031967e-17
"[BUS]19.949935,50.025791",4.727771579698386e-12
[ROAD]2083966088,1.669925154115407e-183
"[BUS]20.055246,50.004599",1.2533007732549075e-17
[ROAD]2090498723,1.6468004628155403e-19
[ROAD]2090498825,3.7347498775089253e-19
[ROAD]2090498837,1.2145528056939594e-19
[ROAD]2092204921,7.302674217253973e-28
[ROAD]2092935743,1.9603910887757012e-22
[ROAD]2092935744,4.648151830495664e-24
[ROAD]2100470094,1.1569908438812813e-22
[ROAD]2100470098,7.537956650739578e-19
[ROAD]2101743252,2.625306158273249e-30
[ROAD]2110897847,1.289602767140119e-25
[ROAD]2110897868,7.240839645827473e-25
[ROAD]2113951871,6.98518966093874e-08
[ROAD]2113951904,4.687956690346717e-19
[ROAD]2117774874,5.380799850488276e-34
[ROAD]2132415639,8.45379218569946e-17
[ROAD]2133786331,2.6295727598134352e-25
[ROAD]2134207663,1.32439305642125e-16
[ROAD]2134207664,2.939573014562031e-14
[ROAD]2140070894,1.7167828756043604e-21
[ROAD]2140271857,8.641448989988051e-15
[ROAD]2142917838,2.161159951442876e-09
[ROAD]2161017524,2.367642460702194e-23
[ROAD]2161017530,4.793305443323994e-25
"[BUS]20.026898,50.000772",5.4544391189073724e-09
[ROAD]2184040665,2.1734539401147795e-22
"[BUS]19.937426,50.012452",1.44460796877449e-14
[ROAD]2193298076,1.4269994609733132e-15
[ROAD]2225774959,6.861774934045009e-15
[ROAD]2238961936,1.8754834323129053e-07
[ROAD]2238961950,2.2436852963182756e-09
[ROAD]2239934258,4.047347807381677e-31
[ROAD]2239934270,2.171548791459639e-27
[ROAD]2239934271,4.047347807381677e-31
[ROAD]2239934274,3.065250258785011e-29
[ROAD]2239935760,1.9075068298756366e-27
"[BUS]20.120796,50.108437",1.0237716580104542e-23
[ROAD]2239935812,1.4430918888263554e-25
[ROAD]2249206878,1.9666651099339878e-11
[ROAD]2249208362,6.915136742392882e-14
[ROAD]2249208643,1.0408974783763989e-15
[ROAD]2251423044,3.1082272395654707e-32
"[BUS]19.998455,49.990709",9.038192195084978e-30
[ROAD]2251423070,1.7758364333584383e-25
[ROAD]2251423084,3.000618726804111e-17
[ROAD]2251423088,5.584426395697803e-20
[ROAD]2251423095,5.584426395697803e-20
[ROAD]2251423166,2.431244383548403e-15
[ROAD]2251423177,2.909523279175135e-17
[ROAD]2251423180,2.1873469218983967e-18
"[BUS]19.990584,50.088201",2.45427138666527e-18
[ROAD]2254944649,1.1231106174879821e-18
[ROAD]2255633976,1.0108074574836738e-06
[ROAD]2255634086,4.180080482522747e-07
[ROAD]2255634394,1.9006396585703646e-06
[ROAD]2255634469,5.0977291645127124e-20
[ROAD]2261513256,1.6490002647388244e-16
[ROAD]2261848588,9.062157698553837e-12
[ROAD]2263334973,2.28169889290165e-09
[ROAD]2264412679,2.0396775454092036e-18
[ROAD]2264501424,6.503854807371954e-25
"[BUS]19.948563,50.014157",2.3285910314593206e-12
[ROAD]2271689710,5.722301800044401e-26
[ROAD]2271970382,3.261321797784555e-17
[ROAD]2272141499,1.759965789370106e-25
[ROAD]2272141509,4.896056360179842e-27
[ROAD]2280438997,1.505034268906591e-26
[ROAD]2280439080,3.469519928136534e-29
[ROAD]2280439116,6.157442021322331e-25
"[BUS]19.96069,50.079318",2.1631704331175097e-23
[ROAD]2282615305,1.7059455725686333e-16
[ROAD]2282615577,1.3076825202898135e-14
[ROAD]2283675264,1.4937948103086802e-15
[ROAD]2283675391,1.926095101789119e-17
[ROAD]2283675591,6.925087472692658e-08
[ROAD]2283676510,8.861306029320493e-17
[ROAD]2283676788,2.954058372947226e-12
[ROAD]2283677028,3.862595753204495e-14
[ROAD]2284556868,5.6897015384899285e-21
[ROAD]2285856139,7.894323394640749e-19
[ROAD]2287581708,2.0646855390716372e-26
[ROAD]2287581738,7.776564585030108e-29
[ROAD]2290838820,7.543724755038588e-16
[ROAD]2290838825,1.2028482055640396e-15
[ROAD]2295077213,3.9564413459585e-24
[ROAD]2295077220,1.5894180154509408e-22
[ROAD]2296899409,5.1794548400321e-27
[ROAD]2296899414,1.2592753388752752e-20
[ROAD]2299620850,1.971303137929656e-17
[ROAD]2299626451,2.4861052888381656e-19
[ROAD]2299626452,1.50923360268244e-17
[ROAD]2299626453,2.4861052888381656e-19
[ROAD]2305089289,5.128483388882911e-25
"[BUS]20.012145,50.106502",5.224039498709964e-23
[ROAD]2306398126,1.8548556327352618e-21
[ROAD]10669951451,3.6467372683559165e-26
[ROAD]2307680051,1.644564982090903e-30
[ROAD]2317474946,6.449737691641057e-22
[ROAD]2317474954,8.099422627037536e-24
[ROAD]2317474960,1.2020862940460944e-25
[ROAD]2317623556,1.8762683746166843e-21
[ROAD]2319867936,7.862418039837828e-18
[ROAD]2330954701,2.106244011388252e-30
[ROAD]2330954702,1.7972855270727909e-25
[ROAD]12329437780,3.6876589137366833e-13
[ROAD]8530342300,4.2077837859460994e-20
[ROAD]2334703722,1.538907483243426e-29
[ROAD]2334703751,2.794513985177175e-23
[ROAD]2337642799,1.6581572078018132e-06
[ROAD]2338753034,7.945918975957358e-11
[ROAD]2348594586,1.6311416988169838e-09
[ROAD]2351408771,5.517653496697252e-12
[ROAD]2355248883,9.389327480220527e-16
[ROAD]2360392540,1.3699289962752673e-19
[ROAD]2361330983,1.7261347804680106e-21
[ROAD]2361330988,1.4441034961184465e-19
[ROAD]2361454878,5.583805964155989e-19
[ROAD]2362942569,2.3428078734787335e-17
[ROAD]2367788160,5.3825783549669235e-28
[ROAD]2407252329,3.151132806280663e-26
[ROAD]2371353003,5.5427076887964316e-21
"[BUS]20.028949,50.078288",5.344969548790931e-13
[ROAD]2371353068,6.5020736765604035e-18
"[BUS]20.02837,50.078707",3.1055054426124743e-13
[ROAD]2371353073,8.556340048664933e-15
[ROAD]2371413959,1.547654535582359e-17
[ROAD]2372246815,2.68907697934048e-20
[ROAD]2372609393,3.478252947982221e-11
[ROAD]2377013550,4.7477294631434317e-23
[ROAD]2377507568,4.903004853737784e-11
[ROAD]2378225858,1.0911096785627495e-27
"[BUS]20.044401,50.041089",9.681274492443276e-08
[ROAD]2380337913,5.419345379793627e-28
[ROAD]2380337924,2.867961963046428e-24
[ROAD]2965547578,6.0395911031238685e-28
[ROAD]2380597544,3.8855748520352746e-26
[ROAD]2380900984,1.7912669981644894e-25
[ROAD]2381831674,3.5257253630017736e-28
[ROAD]2382059038,5.3449467434824995e-28
"[BUS]20.051348,50.024724",1.8211254908444832e-14
[ROAD]2385993359,2.443398311839911e-25
"[BUS]19.955993,50.040762",7.992998178872006e-13
[ROAD]2394168081,2.0553313651986874e-16
[ROAD]2394511981,3.7978581633983126e-16
[ROAD]2395663812,6.5124830687297424e-21
[ROAD]2395663813,1.0863927396799483e-22
[ROAD]2397235538,8.405241493491726e-18
[ROAD]2397235539,3.415985109939759e-16
[ROAD]2397334313,1.0762797757460128e-19
[ROAD]2397334315,1.893637885072652e-18
[ROAD]2398736961,4.828805085188174e-22
"[BUS]19.907744,50.103285",1.5170613810217084e-23
[ROAD]2399612023,4.9618724704619965e-25
[ROAD]2403443561,2.9394693525735616e-21
[ROAD]2403443571,7.349227693584022e-22
[ROAD]2403443574,1.8479560270982143e-19
"[BUS]20.092459,50.098789",8.531917906230432e-25
[ROAD]2410202614,7.300899126722761e-25
[ROAD]2413743558,4.948919566858693e-27
[ROAD]2414145959,2.3241619564811614e-28
[ROAD]8729935018,1.9198237144886633e-22
[ROAD]2415828761,3.200650754929135e-29
[ROAD]2415828764,3.824488822276784e-31
"[BUS]19.890133,50.047639",2.766794106246418e-16
[ROAD]2415956608,2.0042945928217915e-23
[ROAD]2417148778,1.4259822098255462e-12
[ROAD]2418225222,1.0575668490014183e-19
"[BUS]19.941626,50.051998",5.288035255866763e-22
[ROAD]3025253161,1.8338714276643864e-13
[ROAD]2419367450,2.918972955168567e-15
[ROAD]2419367461,3.749054655687167e-13
"[BUS]19.932164,50.060466",1.447291525330158e-11
[ROAD]2419768573,1.5726575560901045e-77
"[BUS]19.931798,50.062021",1.3674888067792582e-12
"[BUS]19.932554,50.063757",1.292220394456246e-15
[ROAD]2420153454,2.362715999617982e-15
"[BUS]19.942553,50.065426",1.2790407791901514e-14
[ROAD]2421241689,1.0483278527310675e-22
[ROAD]2421241695,1.0483278527310675e-22
[ROAD]2421241712,6.570030641323657e-21
[ROAD]2421640599,3.14437987115314e-26
"[BUS]19.872297,50.033316",5.784202464713993e-19
[ROAD]2422130057,6.944618343943334e-21
"[BUS]19.842071,50.017813",1.774087156549375e-26
[ROAD]2426683847,1.9361536733501955e-15
[ROAD]2426683848,1.6144868741712566e-13
[ROAD]2426683849,6.413549942242552e-12
[ROAD]2426683850,6.326881295921384e-12
[ROAD]2430577207,1.8784946699266e-10
"[BUS]19.810978,50.016698",5.332882645459943e-07
[ROAD]2430847839,1.2634543963319348e-22
[ROAD]2430876256,1.3718631646661071e-12
[ROAD]2433713369,2.2731370356429585e-16
[ROAD]2435855985,6.671992370143886e-20
[ROAD]2435856045,2.0122177791853272e-18
[ROAD]2435856219,1.3972477236439863e-18
"[BUS]20.197719,50.05594",4.312250715911865e-18
[ROAD]3154131933,1.582408441779829e-21
[ROAD]2439384248,3.667733909353227e-26
[ROAD]2441569885,3.4260367393003118e-28
[ROAD]2441569980,7.059285429491863e-23
[ROAD]2441569994,4.897637467718347e-21
[ROAD]2441569999,4.897623621346331e-21
[ROAD]2441570028,2.589931247133425e-17
[ROAD]2441570046,7.056618703380994e-23
[ROAD]2441570047,4.8957992454094826e-21
[ROAD]2441570093,3.7358461087355796e-19
[ROAD]2441570106,1.8106874874723718e-19
[ROAD]2441570655,4.6690806865142064e-20
[ROAD]2441570718,8.6896719361118e-22
[ROAD]2441570842,9.056370071369624e-33
[ROAD]2441570851,1.1995153368223126e-34
[ROAD]2441570854,8.275898261810965e-35
[ROAD]2454035713,1.742102082005592e-20
[ROAD]2448960202,2.0569359135607132e-24
[ROAD]2449447269,3.752499315071341e-22
[ROAD]2449447272,5.035768448664067e-23
[ROAD]2449540761,6.98567599228346e-22
[ROAD]2453369259,3.74879362622392e-22
[ROAD]7982641955,7.414399802008539e-25
[ROAD]2459675736,3.126491549864977e-05
[ROAD]2459675747,5.002987802989301e-10
[ROAD]2460058831,8.353222804028796e-23
[ROAD]2461229587,5.159729516838644e-16
[ROAD]2468460287,3.4156873054750417e-29
[ROAD]2468460291,4.153184108435034e-31
[ROAD]2468460303,4.153184108435034e-31
[ROAD]2468460306,5.0323975082468874e-33
"[BUS]19.996157,49.983561",4.526310765899064e-29
[ROAD]2468460333,1.0263740326320325e-18
[ROAD]2468460353,2.9512732739056343e-13
"[BUS]20.079882,50.108389",2.942312397765499e-25
[ROAD]2959331655,7.2263351880358285e-22
[ROAD]5371058116,8.0416400970354305e-25
[ROAD]2469519115,2.1136941452264718e-28
[ROAD]2472995662,3.5055975608324065e-10
[ROAD]2474046065,1.6880945529316767e-24
[ROAD]2474140751,2.2581852741500685e-12
[ROAD]2476197726,4.786269685555469e-18
"[BUS]19.878249,50.092397",2.132742112181411e-18
[ROAD]2477354546,7.548500328428004e-27
[ROAD]2480489013,1.5005856084957453e-18
[ROAD]2480489018,3.297429034443115e-20
[ROAD]2480660650,4.8223623353441955e-26
[ROAD]2481670708,4.942586017576443e-22
"[BUS]19.925572,50.035908",7.051285568968511e-12
[ROAD]2481954049,6.161526153831673e-26
[ROAD]2485689765,2.524724033356463e-19
[ROAD]2486206084,1.4850645402355852e-16
[ROAD]4088548175,8.901162204282939e-11
[ROAD]2491474562,7.96316455347985e-19
[ROAD]2493497326,7.807489566353905e-26
[ROAD]2493497954,1.8741213157848967e-27
[ROAD]10280218278,1.772532824207007e-23
[ROAD]2506423140,8.623612739753513e-74
[ROAD]2506423147,1.669925154115407e-183
[ROAD]2509405144,1.0736350905753522e-19
[ROAD]2509782477,9.719558223280211e-78
[ROAD]2515087603,6.5486003632071675e-24
[ROAD]2518659568,7.382372110364376e-31
[ROAD]2521737109,3.0358872287948582e-24
[ROAD]2522123355,6.528089343672798e-32
"[BUS]20.093621,50.095974",6.169215558106069e-25
"[BUS]19.8957,50.093574",6.659562132088424e-16
"[BUS]19.899141,50.092831",4.60746703713653e-18
"[BUS]19.898327,50.092978",5.5127960335725056e-17
[ROAD]2522359361,8.29614331891902e-19
[ROAD]2523197354,1.285166786323061e-19
[ROAD]2523197357,1.8156881077544948e-21
[ROAD]2526362138,4.714625734919538e-14
[ROAD]2526409281,1.5225520858351855e-18
[ROAD]2526409300,1.0678266888296591e-16
[ROAD]2526409315,4.644736481975025e-15
[ROAD]2526409323,3.258219938334515e-13
[ROAD]2526462643,2.8071588069909172e-18
[ROAD]2526494505,3.85678581452655e-09
[ROAD]2526546539,1.1137520854458874e-21
[ROAD]2526553359,2.700183473214212e-21
[ROAD]2527198552,1.7279136231437316e-16
[ROAD]2527198553,1.2910964876855858e-14
[ROAD]2527221826,9.660330800245736e-07
[ROAD]2528469669,4.7379715937091664e-21
[ROAD]2529282168,2.095429282703987e-32
[ROAD]2533138125,5.085959512464493e-27
"[BUS]20.096295,50.094446",9.783385161178367e-27
[ROAD]2542249309,1.9188796517321312e-17
"[BUS]20.073844,50.098041",6.123153956679441e-22
[ROAD]2542647767,1.273913650266464e-14
[ROAD]2543108159,6.369678875837676e-14
[ROAD]2548699261,1.4898316595109453e-18
[ROAD]2556008503,2.134552643943124e-25
[ROAD]2556988986,8.196473709031117e-24
[ROAD]2565930391,7.856739251759872e-14
[ROAD]2565930394,9.425165675723096e-16
[ROAD]2567567141,1.7367428993270865e-16
[ROAD]2567567142,1.2000426044461852e-14
[ROAD]2574642871,4.1830944697549676e-21
[ROAD]2576898340,1.7240031923352066e-21
[ROAD]2582735845,7.563639789757988e-24
[ROAD]2582761863,5.0525290361760134e-21
"[BUS]19.996925,49.992592",1.2533813898251944e-26
[ROAD]2583603998,1.719189724634141e-28
[ROAD]2583657760,3.4001477834459123e-17
[ROAD]2584379025,9.295434754764548e-32
[ROAD]2584674551,7.260486780277631e-09
[ROAD]2584674556,1.3635390818982852e-07
[ROAD]2584695778,6.948352613418048e-17
[ROAD]2584695782,1.5005851208132787e-18
[ROAD]2584697252,1.6539987268719746e-13
[ROAD]2584697255,2.063776680186775e-15
[ROAD]2584697694,6.58916994958077e-33
[ROAD]2584704933,2.928548410466776e-13
[ROAD]2584778014,6.036371455306342e-20
[ROAD]2584778020,5.052367689827958e-18
[ROAD]2584831448,1.7793392710956863e-16
[ROAD]2584831457,1.489423564902859e-14
[ROAD]2584851991,3.146790978283564e-21
[ROAD]2586522453,2.4580351139686168e-33
[ROAD]2586632599,4.669459939585113e-27
[ROAD]2589627967,2.81862766595083e-27
[ROAD]2589636322,1.3314148105956589e-30
[ROAD]2589979990,5.036707655313314e-16
[ROAD]2592432132,4.447289485841293e-15
[ROAD]2592443525,3.517022998909093e-18
[ROAD]2592443526,5.803405096709422e-20
[ROAD]2592462913,2.8353709372193264e-14
[ROAD]2595838611,7.202702296440119e-16
[ROAD]2595838618,1.976546739386511e-17
[ROAD]2596927251,3.1970505292026948e-24
"[BUS]19.921017,50.079385",2.0565136983487662e-19
[ROAD]2616177106,5.712709925088994e-13
"[BUS]19.927977,50.059856",1.4970499382312197e-08
[ROAD]2616178233,7.342501492171357e-10
[ROAD]2616178235,3.591586232514862e-11
[ROAD]2619597726,8.700022860047408e-11
[ROAD]2629103819,2.768019269482314e-14
[ROAD]2653823842,1.7290148005336556e-13
[ROAD]2659154751,4.525705851348586e-22
[ROAD]2671471133,1.723354593817879e-21
[ROAD]2675055575,4.476479341726365e-18
[ROAD]2675055579,1.7918305321743584e-20
[ROAD]5371058100,2.1400612614887123e-28
[ROAD]2692191735,2.539480214739897e-23
"[BUS]19.956932,50.028959",1.8325203689310586e-06
[ROAD]2699695220,6.58916994958077e-33
[ROAD]2699705537,1.3494961194600114e-23
[ROAD]2699940409,2.063776680186775e-15
[ROAD]2706661765,2.430547075457699e-15
[ROAD]2707381669,5.654065557846203e-14
[ROAD]2710943674,2.930012508071467e-19
[ROAD]2717583342,2.891415220256844e-28
[ROAD]2722066357,4.932921900072321e-16
[ROAD]2755564491,8.265779403154015e-13
[ROAD]2766423984,2.3282767337454956e-27
[ROAD]2766423993,1.748890532245083e-25
[ROAD]2766423997,1.2738325393158556e-23
[ROAD]2766445938,3.0496412881376595e-13
[ROAD]2766652046,1.9830717407612253e-10
[ROAD]2785978299,1.7276803436407877e-21
[ROAD]2813306712,1.3693386127613368e-22
[ROAD]2824027506,4.399886917584855e-23
[ROAD]2845988933,2.5813243340973312e-23
[ROAD]2846084319,1.6361851347486366e-14
[ROAD]2846379272,7.123698001925572e-18
[ROAD]2854581361,1.2353202487050818e-18
[ROAD]2854581363,4.5994190993909225e-17
[ROAD]2862549684,1.0841748902803073e-27
[ROAD]2862549685,3.886319659639205e-26
[ROAD]2862554667,1.447973832282365e-29
[ROAD]2862554677,3.829933293256898e-26
[ROAD]2862554678,2.8679623698236772e-24
[ROAD]2875982366,3.238517722905638e-12
[ROAD]2879888189,1.8145506917076157e-19
[ROAD]2885682945,2.148267458010037e-27
[ROAD]2885682994,1.6797225589674948e-17
[ROAD]2894197392,6.27196291523372e-17
[ROAD]2904139156,3.070688137460482e-19
[ROAD]2905596371,1.4028982934199727e-19
[ROAD]2905596372,3.111482622770501e-19
[ROAD]2913341160,4.6547180405750935e-17
[ROAD]2914468408,2.4319695789924698e-29
[ROAD]2914673788,2.5628810801546605e-23
[ROAD]2916514451,5.01053828050426e-22
[ROAD]2916514480,1.0123050116491335e-22
[ROAD]2918808704,8.847387449136842e-21
[ROAD]2918808726,5.847759047402429e-23
[ROAD]2920531334,3.0345893809404645e-10
[ROAD]2920531335,1.4551326306787543e-09
[ROAD]2920531336,2.3157445568176196e-11
[ROAD]2920807159,8.920439021637528e-19
[ROAD]2921820913,5.333397624085087e-16
[ROAD]2923094121,3.258670219243707e-12
[ROAD]2923094150,5.059125928015498e-14
[ROAD]2923094157,2.121783370389532e-12
[ROAD]2925372214,2.5262401394283864e-16
[ROAD]2925416374,4.403261274278117e-18
[ROAD]2925416778,9.539384574879679e-16
[ROAD]2928648576,1.6462794421606078e-21
[ROAD]2928657778,1.9807102539673432e-23
[ROAD]2938808406,9.208543068864346e-15
[ROAD]2943732867,2.0657577244295816e-14
[ROAD]2943736347,4.3514870953819783e-16
[ROAD]2950394422,6.146833061476062e-13
[ROAD]2953341809,1.1856679055165505e-18
[ROAD]2956194884,2.8990520020488557e-28
[ROAD]2957704063,1.919624344258978e-22
[ROAD]2958006345,1.7674470782484474e-26
[ROAD]2958006421,1.0464830892627815e-26
[ROAD]2958861354,2.6507182223332354e-21
[ROAD]2958861357,2.6507182223332354e-21
[ROAD]2958861367,1.0760920133884067e-19
[ROAD]2958986040,4.586590817093053e-24
[ROAD]2958986041,7.548011043388301e-22
[ROAD]2962054882,2.098455364706025e-28
"[BUS]19.96199,50.075939",1.6307932374244898e-21
[ROAD]2964325561,4.21775103176891e-20
[ROAD]2972796306,1.4515960465009363e-15
[ROAD]9671665269,2.806745699130015e-11
[ROAD]2977314256,6.164107214394379e-22
[ROAD]2977982925,1.1383783520448344e-15
[ROAD]2983026340,2.9154289125065463e-16
[ROAD]2985905066,1.0868920349170372e-22
[ROAD]2986102834,1.011698028537387e-13
[ROAD]2990717342,3.066060348597919e-20
[ROAD]2990717344,4.4505061444486544e-18
[ROAD]3001129706,1.0467980463189013e-18
"[BUS]19.891384,50.017897",2.47216261925368e-16
[ROAD]3004209183,9.672617853859232e-26
[ROAD]3004385948,1.8256952523667802e-25
[ROAD]3004385953,1.8384769274700316e-25
[ROAD]3004385956,3.6967699666407264e-27
[ROAD]3005106293,8.265779403154015e-13
[ROAD]3006373258,1.9807181627529722e-23
[ROAD]3007640264,2.769254829033145e-20
[ROAD]3009257773,5.691998577929356e-29
[ROAD]3009365265,2.203763629191793e-27
[ROAD]3009385041,5.509409072979482e-28
[ROAD]3012366320,1.2243528366625438e-21
[ROAD]3013346705,1.1413520428107517e-10
[ROAD]3018004935,1.7348764046784445e-16
[ROAD]3018356306,1.1542635184202771e-26
[ROAD]6643622538,1.456162883274491e-16
[ROAD]3022124201,5.829896659678705e-20
[ROAD]3023046446,4.458828568941302e-24
[ROAD]3023046447,2.283970830358612e-22
[ROAD]3024547376,2.4243575744810942e-18
[ROAD]3024563466,8.17922694390273e-12
[ROAD]3024563489,3.088651744388455e-13
[ROAD]3027698131,1.5952507655377084e-09
[ROAD]3032474488,3.2222217155865615e-20
[ROAD]3032474763,1.3339140766299313e-22
[ROAD]3032599624,3.614444199206989e-18
[ROAD]3034023868,9.63202195734078e-16
[ROAD]3034289784,1.70826532190582e-20
[ROAD]3034294650,5.729501231653427e-19
[ROAD]3034368140,4.100732537606084e-15
[ROAD]3038983718,2.503845716518882e-13
[ROAD]3039915907,1.984813382787065e-15
[ROAD]3044462034,6.1143182702613356e-27
[ROAD]3044475375,2.5415547305419538e-14
[ROAD]3044475380,5.406066528645414e-15
[ROAD]3049492161,8.113959218823897e-34
[ROAD]3049643779,5.281955081950061e-29
[ROAD]3049644190,4.02790438779413e-32
[ROAD]3049644268,2.1017127822376202e-30
[ROAD]3052023225,3.319672305383129e-22
[ROAD]3052024887,1.0063588849519382e-24
[ROAD]3052357473,1.8149362604003243e-30
[ROAD]3052359821,9.98427029072847e-28
[ROAD]3053175017,6.344796619605717e-29
[ROAD]3054885102,2.402887495626484e-18
[ROAD]3055869111,6.073204208319446e-25
[ROAD]3057826230,4.673240951089291e-22
[ROAD]3075118853,4.067828445871943e-09
[ROAD]3078552191,9.0672285958341e-16
[ROAD]3086658330,1.434265520083601e-23
