,eigen
[ROAD]11049360621,3.430636191539459e-22
[ROAD]11054639434,4.9665307463514865e-22
[ROAD]11055449204,1.373369050708364e-29
[ROAD]11067990150,4.038137862724834e-22
[ROAD]11072026631,5.766764143437297e-26
[ROAD]11072092164,7.11754677444437e-19
[ROAD]11642471948,5.866830331344414e-20
[ROAD]11086007327,1.3735977491772596e-27
[ROAD]11087463976,1.1151775908874229e-23
[ROAD]11089049090,1.0752155178705562e-21
[ROAD]11090539919,5.249874644994877e-30
[ROAD]11090539921,3.6540749075967454e-32
"[BUS]19.943429,50.105898",1.1275738903818234e-24
[ROAD]11092281337,2.336003887767962e-13
[ROAD]11102735835,1.1975655847760312e-24
[ROAD]11113252685,2.377178354767821e-17
[ROAD]11126276997,4.982294321368588e-15
[ROAD]11149736597,2.5285426183084683e-25
[ROAD]11179303728,3.203844828493871e-16
[ROAD]11187307473,1.3371395057540088e-14
[ROAD]11196205338,2.3474826079233716e-26
[ROAD]11217893728,4.935665481528454e-17
"[BUS]19.874556,50.033709",9.228775317915326e-21
[ROAD]11232638876,1.1012546865694365e-22
[ROAD]11245963150,2.230154663784426e-22
[ROAD]11245963159,1.6442921729362007e-20
[ROAD]11248021332,2.2641792324871647e-11
[ROAD]11255326202,9.874692552934963e-32
[ROAD]11274928824,2.4995439978209327e-15
[ROAD]11274928893,3.587090307655267e-21
[ROAD]11294200336,2.0528824631066486e-27
[ROAD]11298496400,9.52886942495968e-28
[ROAD]11332750272,1.4319735066098106e-21
"[BUS]19.874343,50.063192",2.488415234802697e-25
[ROAD]11378417150,1.5695661042876065e-21
[ROAD]11387187891,6.058613666359469e-06
[ROAD]11395656473,1.0235563109010711e-17
[ROAD]11395656474,5.801977200910317e-16
[ROAD]11395656475,1.0235563109010711e-17
[ROAD]11398004377,5.2150953849861745e-21
[ROAD]11403964643,1.3660136810066158e-17
"[BUS]20.062735,50.047067",7.238369144281437e-14
[ROAD]11403993032,1.073964297759885e-15
[ROAD]11403993037,1.0604990375929512e-15
[ROAD]11450194586,7.81524166572894e-21
[ROAD]11489162340,3.125595213265156e-23
[ROAD]11494306628,4.532104058993733e-16
[ROAD]11506507635,1.2886015091484379e-18
[ROAD]11553445978,5.491661869177399e-22
[ROAD]11564652683,1.0322258946982149e-14
[ROAD]11596830108,3.180015266676128e-22
[ROAD]11630519689,3.0469685921786857e-18
[ROAD]11632180754,9.638943636714274e-17
[ROAD]11632203370,4.588421254677787e-15
[ROAD]11635070215,1.0915112143391856e-20
[ROAD]11635890312,2.6513104823038878e-24
[ROAD]11642471963,1.7849400686221446e-19
[ROAD]11652068182,4.644736481975025e-15
[ROAD]12502483119,2.457006764133994e-28
[ROAD]11691446786,1.308085570559242e-20
[ROAD]11737052749,1.6679637826920467e-16
[ROAD]11776276644,3.320179588840924e-22
[ROAD]11776276646,3.320179588840924e-22
[ROAD]11776276655,4.9788158940979866e-26
[ROAD]11786960596,7.514009819976565e-20
[ROAD]11786960597,3.1144903800046636e-22
[ROAD]11786960600,7.513878864610215e-20
[ROAD]11786960601,1.8335188920774732e-17
[ROAD]11791886188,4.5911760856860124e-10
[ROAD]11802806556,1.8700718219297508e-20
[ROAD]11811081792,4.377774812114892e-16
[ROAD]11812051901,6.05197491023966e-23
[ROAD]11812077501,7.96188183500548e-30
[ROAD]11822864908,1.825722571291614e-20
[ROAD]11826246285,1.8298205057090294e-20
[ROAD]11862425662,4.473713003771111e-21
[ROAD]11867214528,9.052987654462493e-33
"[BUS]19.944819,50.056107",1.483522579098604e-21
[ROAD]11881984845,9.745039095116229e-20
[ROAD]11892852557,1.3402703623992589e-21
[ROAD]11902106068,1.4116119305406724e-29
[ROAD]11909595219,2.6092685407523983e-14
[ROAD]11953523815,8.255829549667458e-17
[ROAD]11959167417,1.7252861295004088e-28
[ROAD]11963289121,2.9708457624223017e-20
[ROAD]11963464595,1.802867502604388e-25
[ROAD]11985375859,5.949748870149671e-25
[ROAD]11985375864,5.931412944211966e-25
[ROAD]11985375865,1.9314504404364184e-22
[ROAD]11985375866,5.968084798549459e-25
[ROAD]11985388873,1.833592717091489e-27
[ROAD]11985388886,6.331917915868434e-20
[ROAD]11985388888,1.9314319887911008e-22
[ROAD]11985388891,6.351172923937583e-20
[ROAD]11992782308,2.4305838254018277e-14
[ROAD]11992782315,1.4910670685475398e-15
[ROAD]12045353614,1.64907750608625e-25
[ROAD]12046293471,5.580701434965557e-21
[ROAD]12049078985,1.9583964334653247e-17
[ROAD]12052851195,1.2852830672485201e-17
[ROAD]12056185916,2.7830890997649984e-19
[ROAD]12070546936,4.863546981747246e-26
[ROAD]12070546942,1.2961839920684792e-27
[ROAD]12070555872,5.436119940095437e-31
[ROAD]12090362599,4.0357744277253196e-20
[ROAD]12102042915,4.436239026104984e-14
[ROAD]12102925801,2.5777600471675483e-18
[ROAD]12104696091,9.696461857968703e-28
[ROAD]12107179452,6.52950408399898e-22
[ROAD]12107179472,6.52950408399898e-22
[ROAD]12109061703,1.3655390180395736e-19
[ROAD]12110129735,9.501432442618991e-09
[ROAD]12116627540,1.6234772986314902e-21
[ROAD]12132212775,2.945862105867852e-14
[ROAD]12135816217,1.3353327763892574e-17
[ROAD]12160577069,2.392199638936831e-22
[ROAD]12160717233,6.670717068620994e-33
[ROAD]12160717244,1.6920782366427571e-34
"[BUS]19.966438,50.049295",1.256769000257208e-18
[ROAD]12171304288,8.139105817488585e-18
[ROAD]12175522257,4.859889781966707e-21
[ROAD]12182316234,6.755415645240306e-23
[ROAD]12182316235,1.1169199415881792e-24
[ROAD]12206408682,2.1431123615124217e-20
[ROAD]12215568568,1.894678568809692e-06
[ROAD]12223163966,1.101990815262278e-16
[ROAD]12228451372,4.74541378515603e-09
[ROAD]12229379596,2.0241993406786976e-25
[ROAD]12234241699,2.979938056084582e-14
"[BUS]19.986884,50.069396",1.6735496166142503e-23
[ROAD]12249033853,1.2812361495457183e-17
[ROAD]12288404771,5.697221206363268e-18
[ROAD]12294827575,5.575719365206676e-17
[ROAD]12294850405,1.1610831537136076e-21
[ROAD]12294850471,2.5299923477948187e-19
[ROAD]12324639904,1.4109998771737577e-20
[ROAD]12326860024,3.107942667993604e-27
[ROAD]12355354733,2.35847660458837e-17
[ROAD]12361236331,3.4548427767102544e-08
[ROAD]12441402045,1.4880397675738474e-24
"[BUS]19.973772,50.044761",2.44112058108663e-14
[ROAD]12478821116,6.044333558534714e-30
[ROAD]12502465990,1.6334840359383407e-30
[ROAD]12502483106,2.440561114313085e-28
[ROAD]12529229044,3.333821048157739e-13
[ROAD]12542332962,5.1744551764839566e-20
[ROAD]12553600976,1.0042671058326486e-26
[ROAD]12572830719,7.046229316847994e-17
[ROAD]12591837403,6.595377782019327e-14
[ROAD]12593228155,5.756349126027992e-13
[ROAD]12600596660,4.2909972763417606e-20
[ROAD]12607163770,7.468064069882412e-23
[ROAD]12640135168,4.160732524848738e-23
[ROAD]12641339164,1.8085918036284182e-23
"[BUS]19.92879,50.094788",7.095092330593816e-17
[ROAD]12673152009,1.9524278174258654e-26
[ROAD]12704739780,4.674633892353704e-24
[ROAD]12704766037,1.0514411039020453e-73
[ROAD]12704766039,2.266321650069626e-73
[ROAD]12708047938,1.2886015091484379e-18
[ROAD]12724158449,8.471415526956172e-29
[ROAD]12724158463,1.4201259463596694e-23
[ROAD]12731295062,1.968938101821011e-14
[ROAD]12801107122,2.050877105644162e-24
[ROAD]12816652230,1.1893528758810206e-19
[ROAD]12856300420,1.5861642402695496e-15
[ROAD]12870364604,2.6229278646734357e-25
"[BUS]19.835436,49.8996",2.0174071054449425e-59
"[BUS]19.835951,49.901485",1.436223406879036e-59
"[BUS]19.833447,49.900852",8.398954441978235e-60
"[BUS]19.835985,49.902129",3.683126194659269e-59
"[BUS]19.83199,49.901851",1.2289551775535294e-59
"[BUS]19.769901,49.901951",1.2423935900703175e-64
"[BUS]19.770224,49.901964",1.2423935900703175e-64
"[BUS]19.770769,49.901986",1.2423935900703175e-64
"[BUS]19.769519,49.901968",1.2423935900703175e-64
"[BUS]19.771095,49.902016",1.2423935900703175e-64
"[BUS]19.771452,49.902104",1.2423935900703175e-64
"[BUS]19.769151,49.902025",1.2423935900703175e-64
"[BUS]19.831633,49.902037",5.890441306218127e-60
"[BUS]19.768857,49.9021",1.2423935900703175e-64
"[BUS]19.771995,49.902261",1.2423935900703175e-64
"[BUS]19.8359,49.902492",2.6541234561254665e-59
"[BUS]19.831269,49.902181",8.938198323916251e-60
"[BUS]19.768562,49.902201",1.2423935900703175e-64
"[BUS]19.772394,49.902428",4.2231134877069006e-63
"[BUS]19.768276,49.902453",1.2423935900703175e-64
"[BUS]19.835677,49.90336",6.794887375714502e-59
"[BUS]19.830163,49.902562",1.3539615881928008e-59
"[BUS]19.773157,49.90285",4.09887412869987e-63
"[BUS]19.773918,49.903269",6.581407337854682e-62
"[BUS]19.828613,49.903111",2.041192087300118e-59
"[BUS]19.828237,49.903244",1.0147779637626168e-59
"[BUS]19.835434,49.903863",1.7060618111528905e-58
"[BUS]19.775094,49.903642",6.855395576305614e-61
"[BUS]19.775425,49.903734",5.210173539869837e-60
"[BUS]19.776089,49.903838",3.0812523413110593e-59
"[BUS]19.82641,49.903889",1.4815509782772403e-59
"[BUS]19.777183,49.904062",5.1305809244945985e-53
"[BUS]19.834799,49.905112",1.217938885446393e-58
"[BUS]19.783517,49.906021",4.629336378813959e-53
"[BUS]19.778506,49.904653",2.3365248782905067e-53
"[BUS]19.825706,49.904176",2.1396202292480006e-59
"[BUS]19.779214,49.904951",1.0640803463656547e-53
"[BUS]19.779531,49.90509",4.845949589656973e-54
"[BUS]19.78168,49.906218",4.0524569067068096e-54
"[BUS]19.823642,49.905094",9.192890767203736e-60
"[BUS]19.834215,49.906245",2.958186430085109e-58
"[BUS]19.822649,49.905508",1.2749519771193492e-59
"[BUS]19.821738,49.905865",1.7599826507957072e-59
"[BUS]19.788359,49.908463",6.135231113154521e-53
"[BUS]19.784142,49.906179",3.8712954826026633e-53
"[BUS]19.786672,49.907068",3.2373877358507636e-53
"[BUS]19.807644,49.906545",9.537254625837886e-58
"[BUS]19.808185,49.906617",5.9445931667576015e-58
"[BUS]19.807302,49.906579",6.332512886880728e-58
"[BUS]19.808598,49.906712",3.801501261431728e-58
"[BUS]19.832643,49.907177",6.965885654761718e-58
"[BUS]19.806583,49.90666",1.1808914101807799e-57
"[BUS]19.806192,49.906707",2.3279315788308634e-57
"[BUS]19.809066,49.906818",2.4712773483986905e-58
"[BUS]19.815012,49.906763",9.407755185146703e-59
"[BUS]19.815768,49.906745",5.374075507535115e-59
"[BUS]19.816179,49.906774",3.0740014969911565e-59
"[BUS]19.805834,49.906749",4.8144201306944996e-57
"[BUS]19.816638,49.906818",1.7745766637289454e-59
"[BUS]19.818991,49.906928",2.4265680967542323e-59
"[BUS]19.809534,49.906898",1.6216196358069707e-58
"[BUS]19.817222,49.906869",3.0079657873214777e-59
"[BUS]19.805096,49.906887",1.0326412234925213e-56
"[BUS]19.818232,49.906855",9.30362130426298e-60
"[BUS]19.817894,49.906862",1.3301710918742244e-59
"[BUS]19.817582,49.906873",1.9636378250606608e-59
"[BUS]19.814002,49.906895",6.99218446584613e-59
"[BUS]19.810027,49.906957",1.0684399996411087e-58
"[BUS]19.810328,49.906986",1.9900716269518698e-58
"[BUS]19.813309,49.906983",1.1965636292262347e-58
"[BUS]19.811103,49.90703",1.2860698029456796e-58
"[BUS]19.811519,49.907069",2.169438066636578e-58
"[BUS]19.812673,49.907075",2.0204391925354355e-58
"[BUS]19.812356,49.907109",3.3661799919453354e-58
"[BUS]19.831541,49.907821",1.5818605483661754e-57
"[BUS]19.787557,49.908165",2.7072699428035297e-53
"[BUS]19.804179,49.907623",1.2376537646162904e-56
"[BUS]19.829972,49.908459",1.0943144159007095e-57
"[BUS]19.803283,49.908343",1.5584156081902598e-56
"[BUS]19.82851,49.90905",7.541157994370941e-58
"[BUS]19.789119,49.908654",5.130566155878926e-53
"[BUS]19.802567,49.908605",1.9737441191978706e-56
"[BUS]19.802272,49.908714",2.4771462012150644e-56
"[BUS]19.790611,49.909307",4.290386865600092e-53
"[BUS]19.80145,49.909021",3.070919173786467e-56
"[BUS]19.827909,49.909294",1.5917154160395603e-57
"[BUS]19.800362,49.909858",6.834575525736567e-56
"[BUS]19.827141,49.90964",3.176796166911175e-57
"[BUS]19.791555,49.909485",1.953874133320258e-53
"[BUS]19.793352,49.909793",1.6338230536273414e-53
"[BUS]19.826128,49.910114",5.97365715000248e-57
"[BUS]19.794227,49.91023",7.440193411908288e-54
"[BUS]19.799783,49.910018",8.333811549561894e-56
"[BUS]19.799007,49.910077",1.8416377248044778e-55
"[BUS]19.79863,49.910102",2.2215256695124495e-55
"[BUS]19.824866,49.91036",3.8710747094002003e-57
"[BUS]19.794889,49.910531",6.219687758897617e-54
"[BUS]19.797871,49.910238",4.889960889233491e-55
"[BUS]19.797289,49.910344",1.0755778646274557e-54
"[BUS]19.824464,49.910434",2.48920212193095e-57
"[BUS]19.823408,49.910785",4.2240769358594976e-57
"[BUS]19.796703,49.910442",2.3645400679398745e-54
"[BUS]19.79589,49.910551",5.196202508482953e-54
"[BUS]19.822301,49.911483",6.785987704439886e-57
"[BUS]19.821449,49.911979",4.149686593265558e-57
"[BUS]19.820758,49.912429",2.5177889861834632e-57
"[BUS]19.820235,49.912788",3.712747579810087e-57
"[BUS]19.81902,49.913462",5.271321373253958e-57
"[BUS]19.902851,49.913853",2.177706309674177e-67
"[BUS]19.818179,49.914979",7.275627746914991e-57
"[BUS]19.903981,49.914551",7.402024406293621e-66
"[BUS]19.903788,49.915712",1.2231526261811535e-64
"[BUS]19.818476,49.915965",9.88490080603531e-57
"[BUS]19.90449,49.915942",1.1513100884278914e-64
"[BUS]19.904795,49.916028",1.0816452569843034e-64
"[BUS]19.905308,49.916241",1.086532343868707e-63
"[BUS]19.906124,49.916797",7.943565916986189e-63
"[BUS]19.819075,49.917064",5.683737326711632e-57
"[BUS]19.906773,49.917085",4.509471297605939e-62
"[BUS]19.819376,49.917372",3.26595509221093e-57
"[BUS]19.909568,49.917184",1.6904589823605268e-61
"[BUS]19.909991,49.917216",1.369778523732173e-61
"[BUS]19.910737,49.917324",1.1017636427797347e-61
"[BUS]19.909058,49.917236",2.0718216182580955e-61
"[BUS]19.911112,49.917364",8.792225029042195e-62
"[BUS]19.91159,49.917387",2.890780202925696e-61
"[BUS]19.819607,49.917595",4.4552303978422014e-57
"[BUS]19.912562,49.917374",8.10053937603195e-61
"[BUS]19.913916,49.917698",1.9738893874128818e-60
"[BUS]19.819958,49.917879",2.5775436371510197e-57
"[BUS]19.914719,49.918059",4.258100440800305e-60
"[BUS]19.820246,49.918114",1.4961471835954266e-57
"[BUS]19.915095,49.918187",8.268578536200479e-60
"[BUS]19.820662,49.918408",2.1127671812636363e-57
"[BUS]19.915666,49.918339",5.393818640082325e-60
"[BUS]19.916377,49.918494",3.4767987973014125e-60
"[BUS]19.808096,49.918421",3.520652177418574e-65
"[BUS]19.807454,49.918959",1.1967200484971927e-63
"[BUS]19.917823,49.918779",5.820946472992952e-60
"[BUS]19.82129,49.918933",3.7627247908064e-54
"[BUS]19.918155,49.918908",3.606447160125331e-60
"[BUS]19.918887,49.919539",2.212525354977194e-60
"[BUS]19.807321,49.919703",1.977611066032197e-62
"[BUS]19.821444,49.920124",1.8807418241096477e-54
"[BUS]19.919134,49.919788",1.3451780652957762e-60
"[BUS]19.919999,49.920654",8.114166065942972e-61
"[BUS]19.821395,49.920519",9.400051765860608e-55
"[BUS]19.821308,49.921229",4.697863839432448e-55
"[BUS]19.807436,49.921016",2.117132931688728e-61
"[BUS]19.921103,49.921915",1.2117588304067836e-60
"[BUS]19.80749,49.921527",1.6508683554733152e-60
"[BUS]19.821156,49.922356",4.69149027062479e-55
"[BUS]19.807534,49.922362",9.995800202073729e-60
"[BUS]19.920689,49.923086",7.254332371321791e-61
"[BUS]19.82108,49.922734",2.3438402542700803e-55
"[BUS]19.80755,49.922891",4.892870304391239e-59
"[BUS]19.820962,49.923095",1.170777672239296e-55
"[BUS]19.807684,49.924366",1.9905947614214774e-58
"[BUS]19.920329,49.923407",4.352552243799083e-61
"[BUS]19.820799,49.923641",1.1673143842525866e-55
"[BUS]19.920057,49.923629",6.813079980365175e-61
"[BUS]19.919263,49.924206",1.1013048439553592e-60
"[BUS]19.820733,49.924357",1.1621045918166412e-55
"[BUS]19.918417,49.924545",1.765944160610246e-60
"[BUS]19.80783,49.925753",6.868577878512285e-58
"[BUS]19.820293,49.925191",5.794916135016793e-56
"[BUS]19.820145,49.925484",2.888145223840237e-56
"[BUS]19.819459,49.927514",2.861569358760705e-56
"[BUS]19.917338,49.925779",1.0834790980828452e-60
"[BUS]19.917154,49.926045",6.603670443128224e-61
"[BUS]19.734011,49.92593",2.90407805300676e-70
"[BUS]19.916909,49.926496",9.70346105284498e-61
"[BUS]19.735067,49.926465",9.870317265608051e-69
"[BUS]19.735641,49.926516",9.579909460307376e-69
"[BUS]19.916599,49.927338",5.7157804571747005e-61
"[BUS]19.736889,49.926773",1.5380261815976043e-67
"[BUS]19.808179,49.927385",2.0415012427114093e-57
"[BUS]19.737592,49.92704",1.6018655912721652e-66
"[BUS]19.738399,49.927344",1.2172922936117616e-65
"[BUS]19.916643,49.928814",8.080404521983905e-61
"[BUS]19.738684,49.927478",1.0715570461350205e-65
"[BUS]19.808773,49.92932",5.291801300594574e-57
"[BUS]19.738974,49.927593",6.126602242866461e-65
"[BUS]19.819649,49.927896",1.423023669387113e-56
"[BUS]19.739397,49.927746",1.177702922078847e-59
"[BUS]19.739715,49.927824",1.1776745505861556e-59
"[BUS]19.740127,49.927904",5.888256831612531e-60
"[BUS]19.820136,49.928419",1.4019221015471208e-56
"[BUS]19.741587,49.928269",5.887394034121607e-60
"[BUS]19.741919,49.928375",5.884663864564091e-60
"[BUS]19.742278,49.928522",2.9413041617262636e-60
"[BUS]19.820456,49.928763",6.949129628855171e-57
"[BUS]19.74267,49.928716",2.935892750981672e-60
"[BUS]19.820394,49.930947",6.793351197542987e-57
"[BUS]19.743144,49.928993",2.9234156518793457e-60
"[BUS]19.916807,49.929077",4.7450664512228375e-61
"[BUS]19.917467,49.929962",7.590556506085395e-61
"[BUS]19.743989,49.929803",1.4574087166748632e-60
"[BUS]19.744488,49.930181",7.257793189260936e-61
"[BUS]19.917669,49.93075",1.421196884876866e-60
"[BUS]19.744732,49.930359",3.60926155394529e-61
"[BUS]19.745086,49.930583",1.7916364243309125e-61
"[BUS]19.745766,49.930934",8.873465845218637e-62
"[BUS]19.809827,49.931406",1.208611848209535e-56
"[BUS]19.746318,49.931175",8.591296129060395e-62
"[BUS]19.747026,49.931488",4.208929608466701e-62
"[BUS]19.982488,49.931346",2.4759401370729923e-59
"[BUS]19.982901,49.931342",1.04177340077729e-59
"[BUS]19.981718,49.931506",1.7239951363619724e-59
"[BUS]19.819825,49.932032",6.618899081393098e-57
"[BUS]19.983543,49.931409",1.428854697153443e-59
"[BUS]19.983882,49.931444",1.9405498851519957e-59
"[BUS]19.984191,49.931472",2.610178565758855e-59
"[BUS]19.747659,49.931784",3.959783621468909e-62
"[BUS]19.98113,49.931643",1.18683529446208e-59
"[BUS]19.984833,49.931523",3.4778883459337083e-59
"[BUS]19.986595,49.931535",4.591586373795188e-59
"[BUS]19.987334,49.931578",6.007933008690819e-59
"[BUS]19.987904,49.93161",7.793397626151719e-59
"[BUS]19.980596,49.931752",2.36776243460003e-59
"[BUS]19.988533,49.931748",1.0025376557732108e-58
"[BUS]19.809849,49.933117",2.4539132099188657e-56
"[BUS]19.979637,49.931921",1.5605416191540476e-59
"[BUS]19.748504,49.932153",1.9077201882267644e-62
"[BUS]19.974614,49.93187",6.960171810182094e-59
"[BUS]19.973605,49.93197",2.4264863957213824e-58
"[BUS]19.978788,49.932099",2.999253882684575e-59
"[BUS]19.989284,49.931928",2.7679966080014446e-59
"[BUS]19.972776,49.932153",1.879728381801553e-58
"[BUS]19.975496,49.93206",1.935991518150787e-59
"[BUS]19.994129,49.932072",1.401198675965358e-59
"[BUS]19.993422,49.932113",7.304815726967837e-59
"[BUS]19.98991,49.932079",3.4068668870804653e-59
"[BUS]19.819431,49.932469",3.2655937329909676e-57
"[BUS]19.992467,49.932169",6.094023720545117e-59
"[BUS]19.978065,49.93213",1.980704398163817e-59
"[BUS]19.975929,49.932123",2.557677730601634e-59
"[BUS]19.97736,49.93219",1.3211224789140395e-59
"[BUS]19.748936,49.932327",9.127995190448584e-63
"[BUS]19.972349,49.932296",1.4496715141315472e-58
"[BUS]19.990705,49.932169",4.163243353667659e-59
"[BUS]19.991538,49.932197",5.053146071991823e-59
"[BUS]19.976675,49.932192",3.4536179613562415e-59
"[BUS]19.918344,49.932555",9.433801741030678e-61
"[BUS]19.971365,49.932711",1.1117418818904915e-58
"[BUS]19.749447,49.932534",4.3347709825615987e-63
"[BUS]19.817931,49.933781",3.2437931201738835e-57
"[BUS]19.996108,49.932511",2.7325196652607253e-61
"[BUS]19.995713,49.932625",2.5523773080595933e-61
"[BUS]19.994814,49.932519",2.1251400013353485e-60
"[BUS]19.750983,49.933083",2.0419433011827005e-63
"[BUS]19.918843,49.933277",2.5377146653330606e-57
"[BUS]19.995409,49.932672",2.3629848452689417e-60
"[BUS]19.910161,49.932679",2.3328648897839224e-54
"[BUS]19.908202,49.932707",7.261872048824755e-54
"[BUS]19.910516,49.932684",2.984688147777493e-54
"[BUS]19.907563,49.932711",1.9618922788467568e-53
"[BUS]19.907215,49.932748",1.4169449125827636e-53
"[BUS]19.970944,49.932889",8.469518386174946e-59
"[BUS]19.906706,49.933054",3.2131119581925874e-53
"[BUS]19.997134,49.932868",1.8635584567860173e-62
"[BUS]19.970387,49.933086",2.3742212549912814e-58
"[BUS]19.768641,49.933062",4.4069907674158664e-71
"[BUS]19.751438,49.933246",9.537810792828845e-64
"[BUS]19.911838,49.933086",8.14254103009428e-55
"[BUS]19.9693,49.933415",5.91200099778259e-58
"[BUS]19.809778,49.933724",4.46503150275388e-56
"[BUS]20.000079,49.933451",2.1120979958848233e-62
"[BUS]19.998848,49.933129",2.0499631111101217e-62
"[BUS]19.997879,49.933125",1.9256933415607195e-62
"[BUS]19.998388,49.933149",1.9878282263354206e-62
"[BUS]19.906283,49.933578",1.3405193822074737e-51
"[BUS]19.751963,49.933506",5.8957091900826495e-53
"[BUS]19.91257,49.933338",1.0155705334552072e-54
"[BUS]19.91577,49.933436",8.400794997252357e-56
"[BUS]19.912876,49.933463",1.265850015910076e-54
"[BUS]19.914701,49.933532",4.920291889483959e-55
"[BUS]19.917205,49.933528",2.553655901183926e-56
"[BUS]19.918485,49.933515",2.049379017272392e-57
"[BUS]19.927167,49.935402",2.254457143737435e-55
"[BUS]19.918038,49.933539",7.640898370098508e-57
"[BUS]19.914336,49.933553",3.911960219772974e-55
"[BUS]19.913566,49.933553",3.1228461988667923e-55
"[BUS]19.905582,49.934452",1.770541209949354e-51
"[BUS]19.903272,49.936649",1.770541209949354e-51
"[BUS]19.968172,49.933858",4.178142942466863e-58
"[BUS]19.752713,49.93377",2.398184822469635e-51
"[BUS]19.950399,49.933673",1.3094708903255478e-45
"[BUS]19.950971,49.933695",2.7698835033829914e-45
"[BUS]19.949898,49.933697",6.2091087345239444e-46
"[BUS]19.951655,49.933793",5.863498424451237e-45
"[BUS]19.949347,49.933807",2.9790832034967e-46
"[BUS]19.748616,49.941922",3.7588958645727547e-51
"[BUS]19.753569,49.934139",8.11329198027973e-52
"[BUS]19.952362,49.93397",6.550479196388537e-45
"[BUS]19.948867,49.93392",1.498438682013234e-46
"[BUS]19.920078,49.93385",5.417743308000055e-57
"[BUS]19.968156,49.934962",8.991313782100698e-46
"[BUS]19.948115,49.934104",8.960610018544052e-47
"[BUS]19.952653,49.934044",1.1586887217808853e-44
"[BUS]19.952956,49.934122",2.363517904814796e-44
"[BUS]19.96725,49.934214",2.0177638678195743e-45
"[BUS]19.752119,49.934797",1.2761205361770457e-52
"[BUS]19.999671,49.934055",6.213488477470144e-64
"[BUS]19.947738,49.934177",8.286679428638742e-47
"[BUS]19.953718,49.934318",2.602724421528856e-44
"[BUS]19.753998,49.934297",2.7453096459882896e-52
"[BUS]19.947128,49.934258",4.69433535717799e-47
"[BUS]19.966069,49.934582",1.2577545056595686e-45
"[BUS]19.921063,49.934316",1.6989547148040912e-56
"[BUS]19.946761,49.934301",3.204872371218953e-47
"[BUS]19.754541,49.934467",9.291141879142475e-53
"[BUS]19.962247,49.935137",1.3679941429189767e-45
"[BUS]19.946161,49.934378",2.5808015298118673e-47
"[BUS]19.945656,49.934447",2.1543558642815394e-47
"[BUS]19.999359,49.934868",6.213488477470144e-64
"[BUS]19.921716,49.934464",3.637208190619388e-56
"[BUS]19.755667,49.934781",4.755332247066233e-53
"[BUS]19.944176,49.93473",1.438709694717466e-47
"[BUS]19.905331,49.934811",1.0067860346943542e-51
"[BUS]19.923543,49.935057",1.1464797647890695e-55
"[BUS]19.964659,49.934901",1.1644988884041766e-45
"[BUS]19.767076,49.935078",4.4069907674158664e-71
"[BUS]19.943112,49.934794",2.2165073135338494e-48
"[BUS]19.955716,49.934818",1.9691971078558687e-44
"[BUS]19.933381,49.934709",1.9315687971594723e-58
"[BUS]19.932863,49.934744",3.117210882554355e-59
"[BUS]19.931507,49.934864",5.027912519593442e-60
"[BUS]19.942555,49.934886",3.44296667845575e-49
"[BUS]19.752296,49.935812",3.3011100528107217e-52
"[BUS]19.756187,49.934923",1.6102328245147066e-53
"[BUS]19.904624,49.936378",1.3241049131602995e-51
"[BUS]19.931196,49.934891",9.659383657355562e-61
"[BUS]19.956962,49.935007",8.169669618577539e-45
"[BUS]19.941823,49.935018",5.38706857145118e-50
"[BUS]19.96424,49.934996",1.8025266162594606e-45
"[BUS]19.756564,49.935053",5.45375364898025e-54
"[BUS]19.929802,49.935226",1.5555337206681974e-61
"[BUS]19.957407,49.935072",4.2081531890468723e-45
"[BUS]19.940931,49.935165",8.482438174755077e-51
"[BUS]19.934269,49.935042",1.003408730935777e-57
"[BUS]19.963375,49.935095",1.9163684878193725e-45
"[BUS]19.757186,49.935315",1.8475938409239877e-54
"[BUS]19.958013,49.935124",3.7369741554245006e-45
"[BUS]19.766923,49.935599",4.4069907674158664e-71
"[BUS]19.961482,49.935166",1.8553589383516146e-45
"[BUS]19.95851,49.935153",2.0154496005185186e-45
"[BUS]19.808485,49.936011",7.3373115885997855e-56
"[BUS]19.959229,49.935203",1.851092442953562e-45
"[BUS]19.940601,49.935222",1.3429029720398466e-51
"[BUS]19.960564,49.935201",1.072354215191985e-45
"[BUS]19.960149,49.935219",7.91874047168408e-46
"[BUS]19.959648,49.93522",9.670955901582517e-46
"[BUS]19.934826,49.935376",6.216265670908686e-57
"[BUS]19.944451,49.935653",4.484561308777789e-48
"[BUS]19.940177,49.935289",2.135804128687652e-52
"[BUS]19.929121,49.935415",2.9847113576974486e-62
"[BUS]19.939495,49.935412",4.060468716684862e-53
"[BUS]19.757874,49.935605",6.2607614692691654e-55
"[BUS]19.924834,49.935319",2.252087387409465e-56
"[BUS]19.926463,49.935378",7.112067725421173e-56
"[BUS]19.938478,49.935576",6.506035124613225e-54
"[BUS]19.92858,49.935458",5.734484659753521e-63
"[BUS]19.937205,49.935778",1.0449829450816887e-54
"[BUS]19.766738,49.936232",1.4978067680349802e-69
"[BUS]19.758382,49.935841",2.1220882660702873e-55
"[BUS]19.935714,49.93582",3.2312193019553375e-56
"[BUS]19.94492,49.937508",2.0649034789337013e-48
"[BUS]19.936431,49.935822",1.681612914191053e-55
"[BUS]19.752352,49.936167",5.4370710560262044e-52
"[BUS]19.758883,49.936103",7.19485212584557e-56
